CdTbl,CdVal,CdDesc
FIREP,0UA,10 OPENINGS
FIREP,0UB,11 OPENINGS
FIREP,0UC,12 OPENINGS
FIREP,0V0,MASONRY
FIREP,0V2,MASONRY 2 OPENINGS
FIREP,0W0,WOOD STOVE
FIREP,0X0,"STONE, BRICK, MARBLE"
FIREP,1,FIREPLACE
FIREP,1B0,1 STORY BRICK
FIREP,1F0,1 STORY FRAME
FIREP,1O0,1 STORY STUCCO
FIREP,1P0,1 STORY PREFAB
FIREP,1P2,2 OPENINGS PREFAB
FIREP,1S0,1 STORY STONE
FIREP,1U0,1 STORY
FIREP,1U1,1 STORY 1 OPENING
FIREP,1U2,1 STORY 2 OPENINGS
FIREP,1UX,1 STORY EXTRA OPENING
FIREP,2B0,2 STORY BRICK
FIREP,2F0,2 STORY FRAME
FIREP,2O0,2 STORY STUCCO
FIREP,2P0,2 STORY PREFAB
FIREP,2P2,2 OPENINGS PREFAB
FIREP,2S0,2 STORY STONE
FIREP,2U0,2 STORY
FIREP,2U1,2 STORY 1 OPENING
FIREP,2U2,2 STORY 2 OPENINGS
FIREP,2U3,2 STORY 3 OPENINGS
FIREP,2U4,2 STORY 4 OPENINGS
FIREP,2UX,2 STORY EXTRA OPENING
FIREP,3B0,3 STORY BRICK
FIREP,3F0,3 STORY FRAME
FIREP,3P0,3 STORY PREFAB
FIREP,3U0,3 STORY
FIREP,3U1,3 STORY 1 OPENINGS
FIREP,3U2,3 STORY 2 OPENINGS
FIREP,3U3,3 STORY 3 OPENINGS
FIREP,3UX,3 STORY EXTRA OPENING
FIREP,920,TYPE UNKNOWN
FIREP,999,TYPE UNKNOWN
FIREP,AB0,1.5 STORY BRICK
FIREP,AO0,1.5 STORY STUCCO
FIREP,AP0,1.5 STORY PREFAB
FIREP,AS0,1.5 STORY STONE
FIREP,AU0,1.5 STORY
FIREP,F00,FLUE ONLY
FIREP,O40,"STONE, BRICK, MARBLE"
FIREP,OU3,3 OPENINGS
FLRCO,000,NONE                           
FLRCO,001,TYPE UNKNOWN                   
FLRCO,009,COVERED                        
FLRCO,010,STEEL JOIST                    
FLRCO,020,STEEL                          
FLRCO,030,STEEL BEAMS                    
FLRCO,040,WOOD JOIST                     
FLRCO,050,RAISED                         
FLRCO,999,TYPE UNKNOWN                   
FLRCO,00A,ASBESTOS TILE                  
FLRCO,00B,ASPHALT                        
FLRCO,00C,ASPHALT TILE                   
FLRCO,00D,ASPHALT TILE/WOOD              
FLRCO,00E,CARPET                         
FLRCO,00F,CARPET/HARDWOOD                
FLRCO,00G,CARPET/PARQUET                 
FLRCO,00H,CARPET/TILE                    
FLRCO,00I,CARPET/TILE/WOOD               
FLRCO,00J,CARPET/VINYL                   
FLRCO,00K,CARPET/WOOD                    
FLRCO,00L,CEMENT TILE                    
FLRCO,00M,CERAMIC TILE                   
FLRCO,00N,CERAMIC/QUARRY TILE            
FLRCO,00O,CERAMIC/TERRAZZO TILE          
FLRCO,00P,CERAMIC/VINYL TILE             
FLRCO,00Q,CLAY TILE                      
FLRCO,00R,COMBINATION                    
FLRCO,00S,COMPOSITION TILE               
FLRCO,00T,CORK TILE                      
FLRCO,00U,EPOXY                          
FLRCO,00V,FIR                            
FLRCO,00W,FLAGSTONE                      
FLRCO,00Y,GLAZED TILE                    
FLRCO,00Z,HARD/SOFTWOOD                  
FLRCO,0AA,HARDWOOD/PARQUET               
FLRCO,0AB,HARDWOOD                       
FLRCO,0AD,HARDWOOD/MARBLE                
FLRCO,0AE,HARDWOOD/TERRAZZO              
FLRCO,0AF,HARDWOOD/TILE                  
FLRCO,0AG,MAPLE                          
FLRCO,0AH,MOSAIC TILE                    
FLRCO,0AI,OAK                            
FLRCO,0AJ,PARQUET                        
FLRCO,0AL,PARQUET/TILE                   
FLRCO,0AM,PINE                           
FLRCO,0AN,PINE/ASPHALT TILE              
FLRCO,0AO,PINE/SOFTWOOD                  
FLRCO,0AP,PINE/TILE                      
FLRCO,0AQ,QUARRY TILE                    
FLRCO,0AR,RESILIENT                      
FLRCO,0AS,RUBBER                         
FLRCO,0AT,RUBBER/TILE                    
FLRCO,0AU,SLATE FLOOR                    
FLRCO,0AV,SLATE/CERAMIC TILE             
FLRCO,0AW,SLATE/STONE                    
FLRCO,0AX,SOFTWOOD                       
FLRCO,0AY,STONE                          
FLRCO,0AZ,TERRAZZO                       
FLRCO,0BA,TERRAZZO/MARBLE                
FLRCO,0BB,TILE                           
FLRCO,0BD,VINYL                          
FLRCO,0BE,VINYL COMPOSITION/TILE         
FLRCO,0BF,VINYL SHEET                    
FLRCO,0BG,VINYL SHEETING                 
FLRCO,0BH,VINYL TILE                     
FLRCO,0BI,VINYL/ASBESTOS                 
FLRCO,0BJ,VINYL/ASBESTOS TILE            
FLRCO,0BK,VINYL/ASPHALT                  
FLRCO,0BL,VINYL/CORK TILE                
FLRCO,0BM,VINYL/SOFTWOOD                 
FLRCO,0BN,VINYL/WOOD                     
FLRCO,0BO,MARBLE                         
FLRCO,0BW,TILE/WOOD                      
FLRCO,0WA,WOOD/ASBESTOS TILE/CARPET      
FLRCO,0WC,WOOD/CARPET/TILE               
FLRCO,0WD,WOOD DECK                      
FLRCO,0WV,WOOD/CARPET/VINYL TILE         
FLRCO,0WW,WOOD                           
FLRCO,1WW,STEEL JOIST.WOOD               
FLRCO,A00,CONCRETE                       
FLRCO,A0C,CONCRETE.ASPHALT TILE          
FLRCO,A0E,CONCRETE.CARPET                
FLRCO,AAC,CONCRETE.HARDWOOD/ASPHALT TILE 
FLRCO,AAE,CONCRETE.HARDWOOD/TERAZZO      
FLRCO,AAK,CONCRETE.PARQUET/ASPHALT TILE  
FLRCO,AAM,CONCRETE.PINE                  
FLRCO,AAR,CONCRETE.RESILIENT             
FLRCO,AAZ,CONCRETE.TERRAZZO              
FLRCO,ABB,CONCRETE.TILE                  
FLRCO,AWT,CONCRETE.WOOD/TERRAZZO         
FLRCO,B00,WOOD                           
FLRCO,B0E,WOOD.CARPET                    
FLRCO,C00,PLYWOOD                        
FLRCO,C0E,PLYWOOD.CARPET                 
FLRCO,CBG,PLYWOOD.VINYL SHEETING         
FLRCO,D00,CONCRETE/ASPHALT               
FLRCO,D0E,CONCRETE/ASPHALT.CARPET        
FLRCO,E00,BRICK                          
FLRCO,EAQ,BRICK.QUARRY TILE              
FLRCO,F00,ACRYLIC                        
FLRCO,FBD,ACRYLIC.VINYL                  
FLRCO,G00,VINYL                          
FLRCO,GBD,ASBESTOS.VINYL                 
FLRCO,GBH,ASBESTOS.VINYL TILE            
FLRCO,H00,GRAVEL                         
FLRCO,I00,SLATE                          
FLRCO,J00,DIRT                           
FLRCO,K00,CINDER BLOCK                   
FLRCO,L00,ASPHALT                        
FLRCO,M00,BRICK/STONE                    
FLRCO,N00,BRICK/STONE/SLATE              
FLRCO,P00,METAL DECK                     
FLRCO,PRC,PRECAST CONCRETE               
FLRCO,Q00,METAL GRATING                  
FLRCO,R00,CORRUGATED DECK                
FLRCO,R20,CORRUGATED DECK.STEEL          
FLRCO,S00,WOOD SHEATHING                 
FLRCO,S20,WOOD SHEATHING.STEEL           
FLRCO,T00,STEEL-FLAT-SLAB                
FLRCO,U00,SUB-FLOORING                   
FLRCO,V00,WOOD/HARDWOOD/PRESSED CONCRETE 
FLRCO,W00,TEAKWOOD/PARQUET               
FLRCO,X00,TERRAZZO/VINYL_- DONT USE      
FLRCO,X01,PINE/CONC OR DONT USE          
FLRCO,X02,CERAMIC TILE/PRE DONT USE      
FLRCO,X03,BAR JOIST/GYPSUM - DONT USE    
FLRCO,X04,CONCRETE/STEEL JOIST/ DONT USE 
FLRCO,X05,PRECAST/ELEVATED FLR DONT USE  
FLRCO,X06,STEEL JOIST/SLAB/R DONT USE    
FLRCO,X07,ASPHALT TILE/CONC GROUND SLAB  
FLRCO,X08,SLAB - DONT USE                
FLRCO,X09,TERRAZZO/TILE&CARPET-DONT USE  
FOUND,0,NONE
FOUND,1,TYPE UNKNOWN
FOUND,999,TYPE UNKNOWN
FOUND,BLK,BLOCK
FOUND,BRK,BRICK
FOUND,CNB,CONCRETE BLOCK
FOUND,CNF,CONTINUOUS FOOTING
FOUND,CNW,CONTINUOUS WALL
FOUND,CRB,CONCRETE/BEAM
FOUND,CRE,CONCRETE
FOUND,CRS,CROSS BRIDGED/WALLS
FOUND,DRE,DIRT/EARTH
FOUND,GDB,GRADE-BEAM
FOUND,MSN,MASONRY
FOUND,MUD,MUD SILL
FOUND,PIL,PILINGS
FOUND,PIR,PIER
FOUND,PPI,PIPE/IRON
FOUND,PRE,PRE-FAB
FOUND,RAB,RAISED W/BASEMENT
FOUND,RAC,RAISED W/CRAWSPACE
FOUND,RAS,RAISED
FOUND,SDF,SPREAD FOOTING
FOUND,SLB,SLAB
FOUND,STD,STANDARD
FOUND,STE,STEEL
FOUND,STM,STEM WALL
FOUND,STN,STONE
FOUND,UBM,TYPE UNKNOWN WITH BASEMENT
FOUND,UCR,TYPE UNKNOWN WITH CRAWSPACE
FOUND,UPB,TYPE UNKNOWN WITH PART BASEMEN
FOUND,WOO,WOOD
FRAME,000,NONE
FRAME,001,TYPE UNKNOWN
FRAME,999,TYPE UNKNOWN
FRAME,ALF,ALUMINUM FRAME
FRAME,CNS,CONCRETE-STEEL
FRAME,CNW,CONCRETE-WOOD
FRAME,CRE,CONCRETE
FRAME,CUS,CUSTOM
FRAME,FPR,FIREPROOF
FRAME,FPS,FIREPROOF STEEL
FRAME,FRS,FIRE RESISTANT
FRAME,MSN,MASONRY
FRAME,MSS,MASONRY-STEEL
FRAME,PFR,TYPE UNKNOWN
FRAME,PRF,PRE FAB
FRAME,STE,STEEL
FRAME,STL,STEEL
FRAME,WOO,WOOD
FUEL,0,NONE
FUEL,1,TYPE UNKNOWN
FUEL,00C,HEAT.COAL
FUEL,00D,HEAT.GAS/WOOD
FUEL,00E,ELECTRIC
FUEL,00G,HEAT.GAS
FUEL,00I,HEAT.ELECTRIC/OIL
FUEL,00M,HEAT.GAS STEAM
FUEL,00N,HEAT.SOLAR/COAL/WOOD
FUEL,00O,HEAT.OIL
FUEL,00P,HEAT.COAL/WOOD
FUEL,00Q,HEAT.SOLAR/OIL
FUEL,00R,HEAT.ELECTRIC/RADIANT
FUEL,00S,HEAT.SOLAR
FUEL,00T,HEAT.ELECTRIC/HOT WATER
FUEL,00W,HEAT.WOOD
FUEL,00Y,HEAT.OIL/WOOD
FUEL,00Z,HEAT.GAS SOLAR
FUEL,999,TYPE UNKNOWN
FUEL,FBU,BUTANE
FUEL,FCO,COAL
FUEL,FCV,CONVECTION
FUEL,FCW,COAL/WOOD
FUEL,FEL,ELECTRIC
FUEL,FGA,GAS
FUEL,FGN,NO GAS PUBLIC/PIPED
FUEL,FGP,GAS PUBLIC/PIPED
FUEL,FGS,GAS/SOLAR
FUEL,FKE,KEROSENE
FUEL,FLP,LIQUEFIED PETROLEUM GAS
FUEL,FOI,OIL
FUEL,FOS,OIL/SOLAR
FUEL,FSO,SOLAR
FUEL,FWD,WOOD
FUEL,FWO,COAL/WOOD/OIL
GRGCD,000,NONE
GRGCD,001,TYPE UNKNOWN
GRGCD,002,UNDEFINED TYPE - 2 CAR GARAGE 
GRGCD,003,UNDEFINED TYPE - 3 CAR GARAGE 
GRGCD,004,UNDEFINED TYPE - 4 CAR GARAGE 
GRGCD,005,UNDEFINED TYPE - 5 CAR GARAGE 
GRGCD,006,UNDEFINED TYPE - 6 CAR GARAGE 
GRGCD,00P,UNDEFINED TYPE
GRGCD,00X,UNDEFINED TYPE - 10 CAR GARAGE
GRGCD,010,ATTACHED GARAGE/CARPORT 
GRGCD,020,ATTACHED BASEMENT GARAGE
GRGCD,030,DETACHED BASEMENT GARAGE
GRGCD,040,DETACHED GARAGE/CARPORT 
GRGCD,050,ENCLOSED BRICK GARAGE/CARPORT 
GRGCD,060,BASEMENT FINISHED GARAGE
GRGCD,061,FINISHED BASEMENT - 1 CAR GARA
GRGCD,062,FINISHED BASEMENT - 2 CAR 
GRGCD,063,FINISHED BASEMENT - 3 CAR GARA
GRGCD,064,FINISHED BASEMENT - 4 CAR GARA
GRGCD,070,FINISHED BUILT IN GARAGE
GRGCD,080,UNFINISHED BASEMENT GARAGE
GRGCD,081,UNFINISHED BASEMENT - 1 CAR GA
GRGCD,082,UNFINISHED BASEMENT - 2 CAR GA
GRGCD,083,UNFINISHED BASEMENT - 3 CAR GA
GRGCD,084,UNFINISHED BASEMENT - 4 CAR GA
GRGCD,090,UNFINISHED BUILT IN GARAGE
GRGCD,100,PREFAB GARAGE 
GRGCD,110,BASEMENT GARAGE 
GRGCD,111,BASEMENT - 1 CAR GARAGE 
GRGCD,112,BASEMENT - 2 CAR GARAGE 
GRGCD,113,BASEMENT - 3 CAR GARAGE 
GRGCD,114,BASEMENT - 4 CAR GARAGE 
GRGCD,115,BASEMENT - 5 CAR GARAGE 
GRGCD,116,BASEMENT - 6 CAR GARAGE 
GRGCD,120,BUILT-IN GARAGE 
GRGCD,121,BUILT IN - 1 CAR GARAGE 
GRGCD,122,BUILT IN - 2 CAR GARAGE 
GRGCD,130,BUILT UNDER GARAGE
GRGCD,140,GARAGE/CARPORT
GRGCD,150,CINDERBLOCK GARAGE
GRGCD,160,ASBESTOS GARAGE 
GRGCD,170,FINISHED BRICK GARAGE 
GRGCD,190,BUILT-IN GARAGE/CARPORT 
GRGCD,200,FINISHED ATTACHED MASONRY GARA
GRGCD,210,UNFINISHED ATTACHED MASONRY GA
GRGCD,220,DETACHED MASONRY GARAGE 
GRGCD,230,FINISHED DETACHED MASONRY GARA
GRGCD,240,FINISHED MASONRY GARAGE 
GRGCD,250,UNFINISHED MASONRY GARAGE 
GRGCD,260,MASONRY GARAGE
GRGCD,270,ATTACHED METAL GARAGE 
GRGCD,280,DETACHED METAL GARAGE 
GRGCD,290,METAL/WOOD GARAGE 
GRGCD,300,SALT BOX GARAGE 
GRGCD,310,STEEL GARAGE
GRGCD,320,ATTACHED STONE GARAGE 
GRGCD,330,DETACHED STONE GARAGE 
GRGCD,340,FINISHED STONE GARAGE 
GRGCD,350,UNFINISHED STONE GARAGE 
GRGCD,360,STONE GARAGE
GRGCD,361,STONE GARAGE - 1 CAR
GRGCD,362,STONE GARAGE - 2 CAR
GRGCD,363,STONE GARAGE - 3 CAR
GRGCD,370,ATTACHED STUCCO GARAGE
GRGCD,380,STUCCO GARAGE 
GRGCD,400,ATTACHED WOOD GARAGE
GRGCD,410,DETACHED WOOD GARAGE
GRGCD,420,ATTACHED MASONRY GARAGE 
GRGCD,430,UNFINISHED WOOD GARAGE
GRGCD,440,WOOD GARAGE 
GRGCD,450,ATTACHED GARAGE 
GRGCD,451,ATTACHED - 1 CAR GARAGE 
GRGCD,452,ATTACHED - 2 CAR GARAGE 
GRGCD,453,ATTACHED - 3 CAR GARAGE 
GRGCD,454,ATTACHED - 4 CAR GARAGE 
GRGCD,460,ATTACHED FINISHED GARAGE
GRGCD,470,UNFINISHED ATTACHED GARAGE
GRGCD,480,ENCLOSED DETACHED GARAGE
GRGCD,490,DETACHED FINISHED GARAGE
GRGCD,500,UNFINISHED DETACHED GARAGE
GRGCD,501,UNFINISHED DETACHED FRAME GARA
GRGCD,502,UNFINISHED DETACHED MASONRY GA
GRGCD,510,ENCLOSED GARAGE 
GRGCD,520,ALUMINUM GARAGE 
GRGCD,530,ALUMINUM/WOOD GARAGE
GRGCD,540,DETACHED BLOCK GARAGE 
GRGCD,550,UNFINISHED DETACHED BLOCK GARA
GRGCD,560,FINISHED BLOCK GARAGE 
GRGCD,570,PREFAB METAL GARAGE 
GRGCD,580,BLOCK GARAGE
GRGCD,590,DETACHED BLOCK/FRAME GARAGE 
GRGCD,600,WOOD FRAME GARAGE 
GRGCD,610,ATTACHED BRICK GARAGE 
GRGCD,620,DETACHED BRICK GARAGE 
GRGCD,630,DETACHED STUCCO GARAGE
GRGCD,640,UNFINISHED BRICK GARAGE 
GRGCD,650,BRICK GARAGE
GRGCD,651,BRICK GARAGE - 1 CAR
GRGCD,652,BRICK GARAGE - 2 CAR
GRGCD,653,BRICK GARAGE - 3 CAR
GRGCD,654,BRICK GARAGE - 4 CAR
GRGCD,660,BRICK/FRAME GARAGE
GRGCD,670,MASONRY/BRICK GARAGE
GRGCD,680,DETACHED BRICK/STONE GARAGE 
GRGCD,690,BRICK/STONE GARAGE
GRGCD,701,DETACHED CINDERBLOCK - 1 CAR G
GRGCD,710,CONCRETE GARAGE 
GRGCD,716,CONCRETE - 6 CAR GARAGE 
GRGCD,720,ATTACHED CONCRETE BLOCK GARAGE
GRGCD,730,DETACHED CONCRETE BLOCK GARAGE
GRGCD,740,FINISHED CONCRETE BLOCK GARAGE
GRGCD,750,UNFINISHED CONCRETE BLOCK GARA
GRGCD,760,CONCRETE BLOCK GARAGE 
GRGCD,761,CONCRETE BLOCK GARAGE - 1 CAR 
GRGCD,762,CONCRETE BLOCK GARAGE - 2 CAR 
GRGCD,763,CONCRETE BLOCK GARAGE - 3 CAR 
GRGCD,770,UNFINISHED STUCCO/CONCRETE BLO
GRGCD,780,ATTACHED FRAME GARAGE 
GRGCD,790,FINISHED ATTACHED FRAME GARAGE
GRGCD,800,UNFINISHED ATTACHED FRAME GARA
GRGCD,810,DETACHED FRAME GARAGE 
GRGCD,820,DETACHED FRAME FINISHED GARAGE
GRGCD,830,ENCLOSED FRAME GARAGE 
GRGCD,840,FINISHED FRAME GARAGE 
GRGCD,850,UNFINISHED FRAME GARAGE 
GRGCD,860,DETACHED FRAME/CONCRETE BLOCK 
GRGCD,870,CANOPY
GRGCD,880,LOG GARAGE
GRGCD,890,VINYL GARAGE
GRGCD,900,FINISHED GARAGE 
GRGCD,910,UNFINISHED GARAGE 
GRGCD,911,UNFINISHED - 1 CAR GARAGE 
GRGCD,912,UNFINISHED - 2 CAR GARAGE 
GRGCD,913,UNFINISHED - 3 CAR GARAGE 
GRGCD,920,DETACHED GARAGE 
GRGCD,921,DETACHED - 1 CAR GARAGE 
GRGCD,922,DETACHED - 2 CAR GARAGE 
GRGCD,923,DETACHED - 3 CAR GARAGE 
GRGCD,924,DETACHED - 4 CAR GARAGE 
GRGCD,930,COVERED PARKING/GARAGE
GRGCD,940,DETACHED FINISHED STUCCO GARAG
GRGCD,950,FRAME GARAGE
GRGCD,951,FRAME GARAGE - 1 CAR
GRGCD,952,FRAME GARAGE - 2 CAR
GRGCD,953,FRAME GARAGE - 3 CAR
GRGCD,954,FRAME GARAGE - 4 CAR
GRGCD,960,FRAME/CONCRETE BLOCK GARAGE 
GRGCD,971,UNDEFINED TYPE - 1 CAR GARAGE 
GRGCD,980,METAL GARAGE
GRGCD,990,TILE GARAGE 
GRGCD,999,TYPE UNKNOWN
GRGCD,A00,CARPORT 
GRGCD,A01,CARPORT - 1 CAR 
GRGCD,A02,CARPORT - 2 CAR 
GRGCD,A03,CARPORT - 3 CAR 
GRGCD,A04,CARPORT - 4 CAR 
GRGCD,A05,CARPORT - 5 CAR 
GRGCD,A06,CARPORT - 6 CAR 
GRGCD,ADP,ADEQUATE CAPACITY 
GRGCD,ASP,ASSIGNED SPACE(S) 
GRGCD,B00,ATTACHED CARPORT
GRGCD,C00,DETACHED CARPORT
GRGCD,CAP,COVERED/ASSIGNED SPACE(S) 
GRGCD,CUP,COVERED/UNASSIGNED SPACE(S) 
GRGCD,CVP,COVERED 
GRGCD,D00,ENCLOSED CARPORT
GRGCD,DD0,ENCLOSED GARAGE/CARPORT 
GRGCD,DEP,DECK
GRGCD,DGP,DECK/GARAGE 
GRGCD,E00,FINISHED DETACHED CARPORT 
GRGCD,F00,UNFINISHED DETACHED CARPORT 
GRGCD,FF0,FINISHED GARAGE/CARPORT 
GRGCD,G00,COVERED CARPORT 
GRGCD,GAP,GARAGE/ADEQUATE CAPACITY
GRGCD,H00,UNFINISHED CARPORT
GRGCD,I00,FINISHED CARPORT
GRGCD,J00,MASONRY CARPORT 
GRGCD,K00,METAL CARPORT 
GRGCD,L00,WOOD CARPORT
GRGCD,M00,ALUMINUM CARPORT
GRGCD,MM0,ALUMINUM
GRGCD,N00,ALUMINUM FRAME CARPORT
GRGCD,O00,ALUMINUM/WOOD CARPORT 
GRGCD,O0P,OPEN SPACE(S) 
GRGCD,OAP,OPEN & ASSIGNED SPACE(S)
GRGCD,OFP,OFF STREET
GRGCD,ONP,ON STREET 
GRGCD,OOP,ON & OFF STREET 
GRGCD,OSP,OFF SITE
GRGCD,OTP,ON SITE 
GRGCD,OUP,OPEN/UNASSIGNED SPACE(S)
GRGCD,P00,CONCRETE CARPORT
GRGCD,PAP,PAVED 
GRGCD,Q00,CONCRETE BLOCK CARPORT
GRGCD,R00,FRAME CARPORT 
GRGCD,ROP,ROOF
GRGCD,S00,DETACHED GABLE/HIP CARPORT
GRGCD,SBP,SUBTERRANEAN
GRGCD,SCP,SHARED/COMMON 
GRGCD,SP0,SPACE(S)
GRGCD,T00,ATTACHED GABLE/HIP CARPORT
GRGCD,U00,DETACHED ALUMINUM CARPORT 
GRGCD,UA0,UNFINISHED ATTACHED CARPORT 
GRGCD,UNP,UNCOVERED 
GRGCD,UU0,UNIMPROVED
GRGCD,V01,DETACHED CARPORT - 1 CAR
GRGCD,V02,DETACHED CARPORT - 2 CAR
GRGCD,WOO,PREFAB CARPORT
GRGCD,Z00,OPEN CARPORT
HEAT,000,NONE
HEAT,001,TYPE UNKNOWN
HEAT,00A,ELECTRIC/SOLAR
HEAT,00C,COAL
HEAT,00D,GAS/WOOD
HEAT,00E,ELECTRIC
HEAT,00G,GAS
HEAT,00I,ELECTRIC/OIL
HEAT,00M,GAS STEAM
HEAT,00N,SOLAR/COAL/WOOD
HEAT,00O,OIL
HEAT,00P,COAL/WOOD
HEAT,00Q,SOLAR/OIL
HEAT,00R,ELECTRIC/RADIANT
HEAT,00S,SOLAR
HEAT,00T,ELECTRIC/HOT WATER
HEAT,00W,WOOD
HEAT,00Y,OIL/WOOD
HEAT,00Z,GAS SOLAR
HEAT,999,TYPE UNKNOWN
HEAT,ACE,CENTRAL
HEAT,APK,PACKAGE
HEAT,ASP,TYPE UNKNOWN
HEAT,BB0,BASEBOARD
HEAT,BBE,BASEBOARD ELECTRIC
HEAT,BBG,BASEBOARD GAS
HEAT,BBO,BASEBOARD OIL
HEAT,BBP,BASEBOARD COAL/WOOD
HEAT,BH0,BASEBOARD HOT WATER
HEAT,BRE,BASEBOARD ELECTRIC/RADIANT
HEAT,BS0,BASEBOARD HOT WATER/STEAM
HEAT,BTE,BASEBOARD ELECTRIC/HOT WATER
HEAT,CF0,CENTRAL FORCED AIR
HEAT,CFO,CENTRAL FORCED AIR OIL
HEAT,CL0,CENTRAL
HEAT,CLE,CENTRAL ELECTRIC
HEAT,CLG,CENTRAL GAS
HEAT,CP0,CENTRAL PARTIAL
HEAT,CV0,CONVECTION
HEAT,CVE,CONVECTION ELECTRIC
HEAT,CVG,CONVECTION GAS
HEAT,CVO,CONVECTION OIL
HEAT,FA0,FORCED AIR
HEAT,FAC,FORCED AIR COAL
HEAT,FAE,FORCED AIR ELECTRIC
HEAT,FAG,FORCED AIR GAS
HEAT,FAH,FORCED HOT WATER
HEAT,FAO,FORCED AIR OIL
HEAT,FAW,FORCED AIR WOOD
HEAT,FC0,CEILING FURNACE
HEAT,FCW,FORCED AIR COAL/WOOD
HEAT,FF0,FLOOR FURNACE
HEAT,FFE,FLOOR FURNACE ELECTRIC
HEAT,FFG,FLOOR FURNACE GAS
HEAT,FFL,FLOOR FURNACE COAL/WOOD
HEAT,FFO,FLOOR FURNACE OIL
HEAT,FL0,FLOOR/WALL FURNACE
HEAT,FN0,FORCED AIR NOT DUCTED
HEAT,FP0,FIREPLACE
HEAT,FR0,FURNACE
HEAT,FRC,FURNACE COAL
HEAT,FRE,FURNACE ELECTRIC
HEAT,FRG,FURNACE GAS
HEAT,FRW,WOOD FURNACE
HEAT,FS0,FURNACE/STOVE
HEAT,GF0,GRAVITY FURNACE
HEAT,GFG,GRAVITY FURNACE GAS
HEAT,GN0,GRAVITY NOT DUCTED
HEAT,GR0,GRAVITY
HEAT,GRC,GRAVITY COAL
HEAT,GRE,GRAVITY ELECTRIC
HEAT,GRG,GRAVITY GAS
HEAT,GRO,GRAVITY OIL
HEAT,GRS,GRAVITY SOLAR
HEAT,HA0,HOT AIR
HEAT,HAE,HOT AIR ELECTRIC
HEAT,HAO,HOT AIR OIL
HEAT,HAS,HOT AIR SOLAR
HEAT,HN0,HOT AIR NOT DUCTED
HEAT,HP0,HEAT PUMP
HEAT,HPE,HEAT PUMP ELECTRIC
HEAT,HPG,HEAT PUMP GAS
HEAT,HPH,HEAT PUMP HOT WATER
HEAT,HPL,HEAT PUMP COAL/WOOD
HEAT,HPO,HEAT PUMP OIL
HEAT,HPS,HEAT PUMP SOLAR
HEAT,HS0,HOT WATER STEAM
HEAT,HW0,HOT WATER
HEAT,HWE,HOT WATER/ELECTRIC
HEAT,HWG,HOT WATER GAS
HEAT,HWL,HOT WATER COAL/WOOD
HEAT,HWO,HOT WATER OIL
HEAT,HWS,HOT WATER SOLAR
HEAT,HWW,HOT WATER WOOD
HEAT,IN0,INDUSTRIAL
HEAT,JT0,JETS
HEAT,ND0,NOT DUCTED
HEAT,PK0,PACKAGE
HEAT,PKE,PACKAGE ELECTRIC
HEAT,PT0,PARTIAL
HEAT,RC0,RADIANT CEILING
HEAT,RD0,RADIANT
HEAT,RDE,RADIANT ELECTRIC
HEAT,RDG,RADIANT GAS
HEAT,RDH,RADIANT HOT WATER
HEAT,RDI,RADIANT ELECTRIC/OIL
HEAT,RDW,RADIANT WOOD
HEAT,RGO,RADIANT HOT WATER OIL
HEAT,RR0,RADIATOR
HEAT,RS0,RADIANT STEAM
HEAT,SP0,SPACE
HEAT,SPG,SPACE GAS
HEAT,SPL,SPACE COAL/WOOD
HEAT,SPO,SPACE OIL
HEAT,SS0,STOVE/SPACE
HEAT,ST0,STEAM
HEAT,STE,STEAM ELECTRIC
HEAT,STG,STEAM GAS
HEAT,STH,STEAM HOT WATER
HEAT,STO,STEAM OIL
HEAT,STW,STEAM WOOD
HEAT,SV0,STOVE
HEAT,SVG,STOVE GAS
HEAT,UN0,UNIT
HEAT,UNE,UNIT ELECTRIC
HEAT,UNG,UNIT GAS
HEAT,WA0,WARM AIR
HEAT,WF0,WALL FURNACE
HEAT,WFL,WALL FURNACE COAL/WOOD
HEAT,WFO,WALL FURNACE OIL
HEAT,WH0,WALL HEAT PUMP
HEAT,WL0,WALL
HEAT,WLE,WALL ELECTRIC
HEAT,WLG,WALL GAS
HEAT,WS0,WOOD STOVE
HEAT,WU0,WALL UNIT
IMPRV,001,TYPE UNKNOWN
IMPRV,999,TYPE UNKNOWN
IMPRV,A00,AGRICULTURAL
IMPRV,A01,AGRICULTURAL HI DENSITY
IMPRV,A07,FRUIT
IMPRV,A08,EGG
IMPRV,A0A,DAIRY
IMPRV,A0B,BUILDING
IMPRV,A0G,HOUSE
IMPRV,A0L,CRIB
IMPRV,A0M,BIN
IMPRV,A0N,MILL
IMPRV,A0Q,STORAGE
IMPRV,A0U,OUT BUILDING
IMPRV,A0Y,HATCHERY
IMPRV,A0Z,RANCH
IMPRV,A10,VINEYARD
IMPRV,A1E,HOG HOUSE
IMPRV,A2M,FERTILIZER BINS
IMPRV,A37,ORCHARD FRUIT
IMPRV,A40,COTTON GIN
IMPRV,A50,QUONSET
IMPRV,A5S,QUONSET SHED
IMPRV,A60,GROVES
IMPRV,A67,GROVE FRUIT
IMPRV,A7B,EQUIPMENT BUILDING
IMPRV,A7S,EQUIPMENT SHED
IMPRV,A80,FAIRGROUND
IMPRV,AA0,BARN
IMPRV,AA1,PACKING BARN
IMPRV,AA7,BARN FRUIT
